Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
AMDOpteron6278,CINT2006rate,AcerIncorporated,AcerAR385F1AMDOpteron6278,32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext3,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),11/01/11,12/01/11,32,510,443,400,330,306,290,384,338,720,387,372,333,757,673,342,312,3538,3571,484,407,325,325,361,296,474,465,97,AcerIncorporated,AcerIncorporated,05/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,AcerIncorporated,AcerAR585F1(AMDOpteron6278),64,4,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,64,1030,905,776,660,615,585,784,692,1492,841,744,666,1531,1366,682,627,7163,7276,960,815,694,694,736,607,970,948,97,AcerIncorporated,AcerIncorporated,05/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,DellInc.,PowerEdgeR715(AMDOpteron62782.40GHz),32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-12800R-11ECC),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),07/01/12,07/01/11,32,520,454,403,334,307,294,395,343,757,421,375,336,770,680,344,314,3659,3659,473,410,346,346,369,302,486,479,55,DellInc.,DellInc.,06/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,DellInc.,PowerEdgeR815(AMDOpteron62782.40GHz),64,4,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-12800R-11ECC),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),07/01/12,07/01/11,64,1030,897,801,664,609,576,783,685,1478,824,747,670,1513,1349,686,628,7296,7296,958,781,682,682,733,603,949,949,55,DellInc.,DellInc.,02/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,Hewlett-PackardCompany,ProLiantBL465cGen8(2.40GHzAMDOpteron6278),32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,32,521,454,400,330,310,292,394,351,757,422,373,334,766,683,343,314,3644,3644,485,406,347,347,369,304,488,475,3,Hewlett-PackardCompany,Hewlett-PackardCompany,04/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,Supermicro,SueprmicroA+Server2022G-URF(H8DGU-FAMDOpteron6278),32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,32,520,454,395,332,311,293,393,348,758,427,373,334,768,681,342,314,3580,3647,483,409,348,348,369,304,486,475,1176,Supermicro,Supermicro,05/01/12,06/01/12,06/01/12,989
AMDOpteron6278,CINT2006rate,Supermicro,SupermicroA+Server1022G-NTFAMDOpteron6278,32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext3,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,32,520,455,400,332,308,292,393,353,758,431,373,336,764,684,342,313,3594,3655,481,408,348,348,369,304,486,475,49,AdvancedMicroDevices,AdvancedMicroDevices,03/01/12,06/01/12,06/01/12,989
AMDOpteron6278,CINT2006rate,Supermicro,SupermicroA+Server2022G-URF(H8DGU-FAMDOpteron6278),32,2,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,32,519,453,396,330,307,292,393,345,753,423,372,333,772,696,341,306,3593,3634,486,410,348,348,369,304,486,476,1176,Supermicro,Supermicro,04/01/12,07/01/12,07/01/12,989
AMDOpteron6278,CINT2006rate,Supermicro,SupermicroA+Server2042G-6RFAMDOpteron6278,64,4,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext3,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,64,1030,904,799,659,613,582,783,692,1493,840,744,666,1531,1360,682,625,7164,7274,961,810,694,694,733,609,970,949,49,AdvancedMicroDevices,AdvancedMicroDevices,03/01/12,06/01/12,06/01/12,989
AMDOpteron6278,CINT2006rate,Supermicro,SupermicroA+Server2042G-TRF(H8QGi-FAMDOpteron6278),64,4,16,1,AMDOpteron6278,2400,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version4.5.1ofx86Open64CompilerSuite(fromAMD),06/01/12,12/01/11,64,1040,906,797,659,615,584,785,692,1497,844,746,668,1538,1379,684,623,7177,7280,965,810,696,696,738,609,975,952,1176,Supermicro,Supermicro,05/01/12,06/01/12,06/01/12,989
IntelXeonE5-2637v2,CINT2006rate,CiscoSystems,CiscoUCSB200M3(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,429,412,353,295,232,226,332,336,651,651,302,295,614,546,307,287,2651,2651,501,498,245,229,246,246,476,476,9019,CiscoSystems,CiscoSystems,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,CiscoSystems,CiscoUCSC240M3(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,432,415,354,295,234,228,338,339,665,665,303,295,613,546,308,292,2654,2654,505,497,252,234,249,249,476,476,9019,CiscoSystems,CiscoSystems,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,DellInc.,PowerEdgeM620(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,430,413,356,301,233,227,339,339,657,657,302,297,613,545,306,290,2659,2659,506,496,246,230,245,245,466,466,55,DellInc.,DellInc.,09/01/13,11/01/13,11/01/13,996
IntelXeonE5-2637v2,CINT2006rate,DellInc.,PowerEdgeR620(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,428,412,356,301,233,225,338,338,658,658,297,297,614,545,296,285,2659,2659,504,495,245,229,244,244,467,467,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,DellInc.,PowerEdgeR720(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,428,413,356,302,233,226,340,340,657,657,297,297,615,545,297,285,2657,2657,502,496,245,229,244,244,469,469,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,DellInc.,PowerEdgeT620(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,430,413,356,301,233,226,338,338,657,657,302,297,614,543,306,291,2656,2656,503,496,245,229,247,247,468,468,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYBX924S4IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,16,428,411,356,294,232,227,336,336,652,652,297,289,614,546,296,286,2652,2652,503,497,246,231,247,247,473,473,19,Fujitsu,Fujitsu,10/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYCX250S2IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(16x8GB2Rx8PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,428,412,355,295,233,227,336,336,652,652,299,294,612,546,298,287,2651,2651,503,499,247,231,246,246,472,472,19,Fujitsu,Fujitsu,10/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYRX200S8IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,16,427,411,356,294,233,226,333,333,652,652,295,291,614,546,299,286,2650,2650,503,497,246,230,246,246,473,473,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYRX300S8IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,16,428,412,356,295,232,226,335,335,652,652,296,294,613,546,299,288,2650,2650,503,497,246,230,247,247,473,473,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYRX350S8IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,16,427,411,357,293,232,226,335,335,651,651,295,291,610,547,299,286,2650,2650,504,497,246,230,245,245,470,470,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Fujitsu,PRIMERGYTX300S8IntelXeonE5-2637v23.50GHz,8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,16,427,411,357,293,232,226,335,335,651,651,295,291,610,547,299,286,2650,2650,504,497,246,230,245,245,470,470,19,Fujitsu,Fujitsu,09/01/13,11/01/13,11/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Hewlett-PackardCompany,ProLiantDL380pGen8(3.50GHzIntelXeonE5-2637v2),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,16,430,413,353,295,234,227,336,336,663,663,302,293,612,543,307,292,2647,2647,501,495,250,233,248,248,474,474,3,Hewlett-PackardCompany,Hewlett-PackardCompany,01/01/14,02/01/14,02/01/14,996
IntelXeonE5-2637v2,CINT2006rate,IBMCorporation,IBMSystemx3550M4(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,16,427,412,353,296,232,226,333,334,652,652,296,293,615,546,297,288,2649,2649,506,498,244,229,247,247,473,473,11,IBMCorporation,IBMCorporation,01/01/14,01/01/14,01/01/14,996
IntelXeonE5-2637v2,CINT2006rate,IBMCorporation,IBMSystemx3650M4(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,16,428,412,353,294,232,227,332,334,653,653,302,292,612,547,298,287,2652,2652,505,502,245,230,246,246,471,471,11,IBMCorporation,IBMCorporation,01/01/14,02/01/14,02/01/14,996
IntelXeonE5-2637v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2637v2),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,427,409,354,294,232,226,332,332,643,643,302,294,613,546,307,285,2630,2630,506,497,244,228,242,242,467,467,9006,NECCorporation,NECCorporation,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2637v2),4,1,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,8,220,211,179,148,123,120,170,170,327,327,152,147,308,275,155,148,1322,1322,258,254,137,130,127,127,239,239,9006,NECCorporation,NECCorporation,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2637v2),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,16,427,409,354,294,232,226,332,332,643,643,302,294,613,546,307,285,2630,2630,506,497,244,228,242,242,467,467,9006,NECCorporation,NECCorporation,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2637v2),4,1,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,8,220,211,179,148,123,120,170,170,327,327,152,147,308,275,155,148,1322,1322,258,254,137,130,127,127,239,239,9006,NECCorporation,NECCorporation,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Sugon,I620-G10(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext3,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,11/01/13,11/01/13,16,428,412,354,295,232,227,336,339,656,656,298,292,614,545,297,286,2657,2657,506,497,246,230,245,245,477,477,9046,Sugon,Sugon,11/01/13,12/01/13,12/01/13,996
IntelXeonE5-2637v2,CINT2006rate,Sugon,I620-G15(IntelXeonE5-2637v23.50GHz),8,2,4,2,IntelXeonE5-2637v2,3500,IntelTurboBoostTechnologyupto3.80GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,01/01/14,01/01/14,16,428,411,352,294,233,226,333,335,652,652,302,294,614,546,296,285,2650,2650,503,497,246,230,246,246,475,475,9046,Sugon,Sugon,01/01/14,01/01/14,01/01/14,996
AMDOpteron6282SE,CINT2006rate,ASUSTeKComputerInc.,ASUSKGPE-D16servermotherboard(2.6GHzAMDOpteron6282SE),32,2,16,1,AMDOpteron6282SE,2600,AMDTurboCOREtechnologyupto3.30GHz,12chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,128GB(16x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.1Kernel2.6.32-131.0.15.el6.x86_64,ext3,C/C++:Version4.2.5.2ofx86Open64CompilerSuite(fromAMD),11/01/11,07/01/11,32,543,474,429,360,330,315,418,369,795,436,407,369,832,751,365,333,2971,2912,520,444,364,364,388,321,516,502,9016,ASUSTeKComputerInc.,ASUSTeKComputerInc.,10/01/11,11/01/11,03/01/12,1019
AMDOpteron6282SE,CINT2006rate,ASUSTeKComputerInc.,ASUSRS924A-E6(KGPX-Q32)ServerSystem(AMDOpteron6282SE2.60GHz),64,4,16,1,AMDOpteron6282SE,2600,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.1Kernel2.6.32-131.0.15.el6.x86_64,ext3,C/C++:Version4.2.5.2ofx86Open64CompilerSuite(fromAMD),11/01/11,07/01/11,64,1060,923,830,713,650,619,812,717,1522,817,813,736,1647,1490,731,666,5383,5326,1037,890,697,697,764,624,1002,977,9016,ASUSTeKComputerInc.,ASUSTeKComputerInc.,10/01/11,12/01/11,03/01/12,1019
AMDOpteron6282SE,CINT2006rate,DellInc.,PowerEdgeM915(AMDOpteron6282SE2.60GHz),64,4,16,1,AMDOpteron6282SE,2600,AMDTurboCOREtechnologyupto3.30GHz,24chips,No,32/64-bit,32/64-bit,512KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,16MBI+Donchipperchip2MBshared/2cores,16MBI+Donchipperchip8MBshared/8cores,None,256GB(32x8GB2Rx4PC3L-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.1Kernel2.6.32-131.0.15.el6.x86_64,ext4,C/C++:Version4.2.5.2ofx86Open64CompilerSuite(fromAMD),11/01/11,07/01/11,64,1020,885,803,678,628,599,773,675,1464,790,763,678,1644,1490,683,612,5381,5186,1006,869,668,668,741,608,974,943,55,DellInc.,DellInc.,11/01/11,11/01/11,03/01/12,1019
